DayOfWeek,Department,TimeOfDay,PatientInflow
Thursday,Oncology,Afternoon,9
Thursday,Emergency,Afternoon,29
Friday,Oncology,Afternoon,14
Sunday,Emergency,Afternoon,9
Saturday,Cardiology,Morning,21
Tuesday,Cardiology,Afternoon,21
Saturday,Neurology,Morning,19
Friday,Oncology,Afternoon,9
Sunday,Oncology,Night,14
Thursday,Emergency,Afternoon,19
Thursday,Oncology,Night,16
Sunday,Neurology,Morning,28
Friday,Pediatrics,Morning,23
Sunday,Pediatrics,Morning,27
Thursday,Cardiology,Night,29
Sunday,Neurology,Afternoon,26
Saturday,Cardiology,Night,14
Saturday,Emergency,Evening,6
Tuesday,Pediatrics,Afternoon,5
Monday,Emergency,Evening,17
Saturday,Neurology,Evening,5
Sunday,Cardiology,Afternoon,9
Friday,Cardiology,Afternoon,9
Wednesday,Oncology,Morning,27
Monday,Neurology,Evening,20
Wednesday,Neurology,Afternoon,11
Thursday,Cardiology,Afternoon,23
Monday,Emergency,Evening,7
Thursday,Oncology,Afternoon,8
Thursday,Cardiology,Evening,24
Sunday,Pediatrics,Evening,11
Saturday,Oncology,Morning,9
Friday,Oncology,Afternoon,26
Sunday,Cardiology,Morning,22
Sunday,Pediatrics,Night,24
Wednesday,Oncology,Morning,9
Sunday,Emergency,Evening,26
Saturday,Cardiology,Night,8
Tuesday,Emergency,Evening,9
Friday,Emergency,Evening,23
Friday,Cardiology,Morning,6
Wednesday,Emergency,Morning,25
Friday,Neurology,Evening,29
Wednesday,Pediatrics,Evening,27
Friday,Pediatrics,Evening,7
Monday,Emergency,Night,22
Wednesday,Pediatrics,Evening,23
Tuesday,Oncology,Afternoon,29
Sunday,Oncology,Morning,18
Saturday,Pediatrics,Morning,16
Friday,Neurology,Night,27
Saturday,Neurology,Morning,5
Sunday,Cardiology,Afternoon,13
Monday,Cardiology,Night,13
Saturday,Oncology,Night,11
Tuesday,Pediatrics,Night,15
Sunday,Emergency,Afternoon,25
Friday,Cardiology,Morning,21
Friday,Pediatrics,Evening,18
Saturday,Neurology,Evening,29
Saturday,Pediatrics,Afternoon,8
Saturday,Neurology,Afternoon,28
Thursday,Cardiology,Night,20
Friday,Oncology,Night,26
Tuesday,Neurology,Night,20
Tuesday,Pediatrics,Afternoon,23
Monday,Cardiology,Night,29
Thursday,Emergency,Afternoon,13
Monday,Cardiology,Morning,22
Sunday,Cardiology,Morning,21
Monday,Oncology,Night,29
Friday,Oncology,Morning,25
Sunday,Neurology,Night,28
Monday,Neurology,Night,19
Wednesday,Neurology,Night,21
Thursday,Emergency,Evening,13
Friday,Oncology,Morning,28
Wednesday,Pediatrics,Morning,26
Tuesday,Oncology,Morning,15
Thursday,Pediatrics,Night,6
Tuesday,Emergency,Afternoon,29
Saturday,Emergency,Night,5
Sunday,Pediatrics,Evening,10
Tuesday,Pediatrics,Night,11
Friday,Neurology,Evening,19
Wednesday,Emergency,Evening,20
Thursday,Oncology,Evening,22
Friday,Pediatrics,Night,14
Monday,Neurology,Evening,17
Thursday,Neurology,Morning,23
Friday,Emergency,Afternoon,22
Thursday,Neurology,Afternoon,16
Thursday,Neurology,Evening,9
Sunday,Cardiology,Afternoon,29
Friday,Pediatrics,Night,10
Tuesday,Cardiology,Morning,14
Sunday,Oncology,Night,27
Tuesday,Cardiology,Morning,11
Sunday,Oncology,Night,25
Friday,Oncology,Evening,16
Thursday,Emergency,Afternoon,13
Tuesday,Cardiology,Night,6
Wednesday,Emergency,Evening,13
Monday,Neurology,Morning,14
Monday,Emergency,Morning,9
Wednesday,Cardiology,Afternoon,16
Sunday,Emergency,Afternoon,10
Wednesday,Pediatrics,Evening,7
Wednesday,Pediatrics,Morning,25
Thursday,Pediatrics,Morning,28
Tuesday,Neurology,Night,17
Wednesday,Cardiology,Afternoon,25
Friday,Cardiology,Morning,29
Saturday,Pediatrics,Evening,13
Monday,Pediatrics,Evening,18
Monday,Emergency,Morning,16
Wednesday,Neurology,Morning,28
Tuesday,Neurology,Evening,5
Wednesday,Emergency,Evening,14
Friday,Pediatrics,Night,24
Wednesday,Cardiology,Evening,9
Thursday,Emergency,Morning,19
Sunday,Neurology,Night,14
Sunday,Pediatrics,Night,26
Sunday,Oncology,Afternoon,15
Sunday,Emergency,Evening,28
Wednesday,Pediatrics,Evening,25
Thursday,Cardiology,Evening,21
Tuesday,Oncology,Morning,21
Sunday,Oncology,Morning,6
Saturday,Cardiology,Afternoon,23
Sunday,Cardiology,Evening,18
Tuesday,Cardiology,Morning,24
Friday,Emergency,Afternoon,15
Tuesday,Emergency,Afternoon,14
Thursday,Pediatrics,Night,23
Tuesday,Oncology,Morning,11
Thursday,Oncology,Evening,26
Friday,Oncology,Morning,11
Thursday,Neurology,Morning,16
Wednesday,Neurology,Morning,6
Sunday,Cardiology,Night,12
Tuesday,Oncology,Night,25
Sunday,Pediatrics,Evening,14
Sunday,Pediatrics,Night,8
Monday,Pediatrics,Afternoon,12
Sunday,Neurology,Evening,19
Wednesday,Neurology,Night,7
Saturday,Emergency,Evening,8
Sunday,Oncology,Morning,6
Sunday,Oncology,Afternoon,16
Thursday,Oncology,Evening,21
Saturday,Emergency,Morning,20
Saturday,Pediatrics,Afternoon,21
Saturday,Pediatrics,Afternoon,23
Wednesday,Emergency,Evening,16
Wednesday,Emergency,Morning,10
Wednesday,Oncology,Evening,16
Sunday,Emergency,Evening,29
Sunday,Oncology,Evening,14
Wednesday,Cardiology,Night,16
Thursday,Oncology,Morning,25
Tuesday,Cardiology,Morning,22
Tuesday,Neurology,Night,14
Wednesday,Neurology,Morning,27
Monday,Oncology,Morning,19
Tuesday,Neurology,Morning,9
Thursday,Oncology,Night,24
Sunday,Emergency,Night,16
Thursday,Emergency,Morning,24
Tuesday,Neurology,Afternoon,25
Thursday,Neurology,Night,10
Thursday,Oncology,Evening,10
Friday,Cardiology,Afternoon,26
Thursday,Cardiology,Evening,21
Tuesday,Pediatrics,Morning,8
Tuesday,Neurology,Night,6
Saturday,Neurology,Morning,22
Saturday,Oncology,Evening,19
Sunday,Neurology,Evening,29
Monday,Oncology,Morning,22
Wednesday,Neurology,Afternoon,7
Tuesday,Oncology,Morning,11
Thursday,Cardiology,Night,28
Saturday,Emergency,Evening,27
Saturday,Emergency,Morning,28
Monday,Neurology,Afternoon,29
Friday,Cardiology,Night,28
Sunday,Emergency,Evening,19
Saturday,Emergency,Evening,6
Monday,Oncology,Evening,27
Thursday,Emergency,Evening,25
Tuesday,Neurology,Afternoon,25
Sunday,Cardiology,Afternoon,26
Sunday,Oncology,Evening,12
Monday,Pediatrics,Afternoon,27
Sunday,Neurology,Morning,9
Thursday,Oncology,Evening,21
Friday,Oncology,Evening,26
Saturday,Pediatrics,Afternoon,12
Monday,Cardiology,Morning,27
Thursday,Pediatrics,Evening,17
Wednesday,Pediatrics,Morning,13
Tuesday,Neurology,Afternoon,13
Thursday,Neurology,Afternoon,13
Wednesday,Emergency,Afternoon,6
Tuesday,Oncology,Morning,13
Saturday,Neurology,Morning,24
Tuesday,Oncology,Afternoon,15
Tuesday,Pediatrics,Evening,26
Wednesday,Neurology,Night,13
Monday,Neurology,Morning,28
Saturday,Pediatrics,Morning,12
Wednesday,Oncology,Evening,13
Sunday,Oncology,Morning,11
Wednesday,Cardiology,Morning,9
Thursday,Cardiology,Afternoon,25
Thursday,Cardiology,Evening,8
Friday,Oncology,Afternoon,27
Wednesday,Pediatrics,Night,16
Wednesday,Emergency,Night,25
Friday,Emergency,Night,12
Wednesday,Emergency,Night,14
Wednesday,Neurology,Night,18
Friday,Emergency,Afternoon,29
Friday,Emergency,Morning,24
Friday,Pediatrics,Night,5
Tuesday,Cardiology,Evening,14
Thursday,Pediatrics,Night,28
Friday,Neurology,Night,10
Tuesday,Cardiology,Night,17
Saturday,Oncology,Morning,18
Thursday,Oncology,Evening,19
Friday,Neurology,Evening,6
Saturday,Pediatrics,Evening,17
Wednesday,Pediatrics,Night,27
Wednesday,Oncology,Morning,9
Thursday,Pediatrics,Morning,15
Monday,Oncology,Night,14
Thursday,Pediatrics,Evening,13
Tuesday,Neurology,Morning,8
Wednesday,Pediatrics,Afternoon,29
Saturday,Pediatrics,Morning,6
Saturday,Pediatrics,Morning,14
Wednesday,Emergency,Evening,22
Friday,Emergency,Afternoon,9
Tuesday,Oncology,Afternoon,22
Sunday,Neurology,Night,23
Monday,Neurology,Night,15
Tuesday,Emergency,Afternoon,7
Tuesday,Oncology,Afternoon,26
Tuesday,Neurology,Morning,27
Tuesday,Neurology,Morning,16
Monday,Pediatrics,Night,7
Tuesday,Emergency,Morning,8
Sunday,Neurology,Afternoon,25
Sunday,Emergency,Night,8
Sunday,Pediatrics,Evening,21
Monday,Emergency,Afternoon,10
Sunday,Pediatrics,Afternoon,25
Thursday,Neurology,Morning,8
Saturday,Cardiology,Evening,23
Tuesday,Neurology,Evening,19
Sunday,Neurology,Afternoon,24
Friday,Pediatrics,Evening,7
Monday,Neurology,Evening,21
Saturday,Emergency,Night,20
Saturday,Neurology,Evening,9
Sunday,Emergency,Afternoon,22
Monday,Cardiology,Afternoon,15
Sunday,Emergency,Morning,10
Saturday,Emergency,Morning,24
Tuesday,Pediatrics,Night,7
Sunday,Pediatrics,Night,22
Friday,Pediatrics,Evening,11
Saturday,Emergency,Night,5
Saturday,Neurology,Afternoon,9
Friday,Pediatrics,Night,5
Tuesday,Neurology,Morning,27
Friday,Neurology,Evening,28
Monday,Neurology,Afternoon,15
Saturday,Pediatrics,Afternoon,11
Sunday,Neurology,Morning,5
Tuesday,Cardiology,Evening,8
Tuesday,Emergency,Afternoon,9
Tuesday,Pediatrics,Morning,6
Thursday,Oncology,Afternoon,5
Tuesday,Neurology,Afternoon,11
Wednesday,Emergency,Morning,10
Sunday,Oncology,Evening,10
Wednesday,Oncology,Morning,20
Monday,Emergency,Afternoon,8
Thursday,Cardiology,Night,24
Sunday,Emergency,Evening,6
Thursday,Neurology,Afternoon,16
Friday,Neurology,Night,29
Tuesday,Neurology,Afternoon,27
Wednesday,Oncology,Morning,26
Thursday,Pediatrics,Evening,7
Wednesday,Cardiology,Night,19
Sunday,Emergency,Night,25
Sunday,Oncology,Afternoon,7
Wednesday,Neurology,Evening,12
Tuesday,Emergency,Morning,10
Wednesday,Cardiology,Night,28
Monday,Pediatrics,Night,27
Monday,Neurology,Evening,11
Thursday,Pediatrics,Evening,6
Sunday,Oncology,Morning,12
Thursday,Pediatrics,Afternoon,22
Friday,Neurology,Morning,25
Wednesday,Neurology,Evening,18
Thursday,Cardiology,Morning,8
Tuesday,Oncology,Evening,27
Thursday,Cardiology,Morning,24
Monday,Pediatrics,Night,11
Wednesday,Emergency,Morning,6
Monday,Neurology,Morning,10
Thursday,Cardiology,Morning,16
Sunday,Neurology,Evening,26
Thursday,Emergency,Night,29
Monday,Neurology,Evening,29
Saturday,Pediatrics,Afternoon,20
Friday,Emergency,Afternoon,6
Friday,Oncology,Evening,10
Thursday,Cardiology,Afternoon,15
Friday,Neurology,Morning,5
Monday,Pediatrics,Night,16
Wednesday,Cardiology,Evening,23
Thursday,Neurology,Evening,29
Tuesday,Pediatrics,Night,9
Saturday,Emergency,Night,12
Friday,Oncology,Evening,5
Friday,Neurology,Night,20
Tuesday,Neurology,Night,6
Saturday,Neurology,Night,22
Tuesday,Oncology,Morning,29
Saturday,Neurology,Afternoon,10
Monday,Oncology,Morning,27
Saturday,Oncology,Night,22
Monday,Emergency,Night,25
Friday,Cardiology,Afternoon,13
Saturday,Pediatrics,Evening,6
Wednesday,Oncology,Morning,25
Monday,Cardiology,Evening,22
Saturday,Oncology,Afternoon,25
Monday,Emergency,Afternoon,5
Sunday,Emergency,Afternoon,29
Thursday,Emergency,Night,6
Saturday,Emergency,Morning,14
Thursday,Cardiology,Evening,7
Monday,Neurology,Afternoon,17
Wednesday,Pediatrics,Night,23
Sunday,Oncology,Night,25
Friday,Neurology,Night,12
Tuesday,Cardiology,Afternoon,6
Saturday,Cardiology,Afternoon,24
Monday,Pediatrics,Evening,18
Wednesday,Pediatrics,Evening,26
Sunday,Emergency,Morning,9
Wednesday,Neurology,Night,13
Wednesday,Cardiology,Afternoon,8
Monday,Neurology,Evening,29
Sunday,Oncology,Morning,28
Monday,Emergency,Morning,24
Saturday,Neurology,Afternoon,7
Saturday,Oncology,Night,28
Wednesday,Pediatrics,Evening,29
Wednesday,Emergency,Night,8
Sunday,Emergency,Night,18
Saturday,Oncology,Evening,19
Monday,Emergency,Morning,19
Friday,Cardiology,Evening,5
Monday,Emergency,Night,6
Thursday,Neurology,Morning,8
Wednesday,Pediatrics,Night,7
Friday,Neurology,Night,9
Sunday,Oncology,Evening,16
Tuesday,Emergency,Morning,12
Monday,Pediatrics,Morning,27
Wednesday,Pediatrics,Morning,22
Monday,Emergency,Afternoon,12
Tuesday,Neurology,Afternoon,7
Monday,Cardiology,Night,25
Friday,Oncology,Night,21
Tuesday,Emergency,Night,17
Thursday,Cardiology,Afternoon,20
Sunday,Emergency,Night,21
Thursday,Oncology,Afternoon,27
Sunday,Neurology,Evening,28
Wednesday,Neurology,Night,26
Thursday,Oncology,Morning,15
Monday,Oncology,Afternoon,9
Friday,Neurology,Afternoon,17
Thursday,Neurology,Evening,12
Wednesday,Emergency,Evening,15
Sunday,Cardiology,Evening,28
Monday,Emergency,Night,29
Wednesday,Pediatrics,Afternoon,22
Wednesday,Cardiology,Evening,25
Friday,Cardiology,Afternoon,16
Saturday,Oncology,Night,10
Friday,Emergency,Night,15
Wednesday,Cardiology,Night,27
Wednesday,Cardiology,Morning,21
Thursday,Oncology,Afternoon,20
Thursday,Neurology,Evening,14
Tuesday,Pediatrics,Night,7
Saturday,Neurology,Morning,10
Friday,Cardiology,Evening,16
Saturday,Pediatrics,Morning,27
Thursday,Neurology,Night,22
Sunday,Neurology,Afternoon,24
Wednesday,Emergency,Morning,25
Thursday,Emergency,Afternoon,11
Sunday,Pediatrics,Night,23
Sunday,Pediatrics,Afternoon,14
Tuesday,Cardiology,Afternoon,28
Thursday,Emergency,Morning,8
Sunday,Oncology,Morning,19
Wednesday,Cardiology,Night,11
Sunday,Oncology,Morning,17
Thursday,Emergency,Morning,16
Thursday,Neurology,Afternoon,14
Friday,Neurology,Night,18
Friday,Cardiology,Afternoon,14
Sunday,Pediatrics,Morning,16
Tuesday,Emergency,Evening,10
Tuesday,Oncology,Afternoon,5
Thursday,Oncology,Afternoon,12
Friday,Cardiology,Night,27
Friday,Cardiology,Morning,26
Thursday,Emergency,Night,14
Saturday,Neurology,Night,21
Friday,Cardiology,Morning,19
Monday,Emergency,Evening,25
Wednesday,Neurology,Evening,25
Saturday,Pediatrics,Morning,13
Sunday,Pediatrics,Morning,26
Monday,Pediatrics,Night,19
Monday,Oncology,Morning,13
Monday,Pediatrics,Morning,25
Friday,Emergency,Afternoon,6
Thursday,Cardiology,Morning,17
Saturday,Neurology,Night,16
Saturday,Emergency,Morning,10
Saturday,Neurology,Night,7
Tuesday,Cardiology,Morning,6
Sunday,Oncology,Afternoon,29
Wednesday,Cardiology,Evening,9
Wednesday,Cardiology,Afternoon,9
Monday,Cardiology,Afternoon,23
Tuesday,Neurology,Afternoon,10
Thursday,Cardiology,Afternoon,23
Tuesday,Emergency,Evening,28
Tuesday,Pediatrics,Afternoon,10
Wednesday,Pediatrics,Morning,12
Friday,Emergency,Afternoon,19
Monday,Oncology,Night,5
Friday,Pediatrics,Night,7
Sunday,Neurology,Night,18
Saturday,Oncology,Afternoon,8
Wednesday,Cardiology,Morning,13
Tuesday,Oncology,Afternoon,11
Monday,Cardiology,Afternoon,9
Thursday,Pediatrics,Evening,17
Thursday,Cardiology,Night,6
Tuesday,Oncology,Afternoon,25
Friday,Cardiology,Night,10
Friday,Emergency,Afternoon,9
Monday,Cardiology,Afternoon,16
Saturday,Emergency,Evening,17
Wednesday,Neurology,Evening,25
Friday,Emergency,Afternoon,7
Thursday,Oncology,Morning,5
Thursday,Neurology,Night,23
Thursday,Oncology,Morning,28
Saturday,Neurology,Night,25
Friday,Neurology,Morning,17
Tuesday,Emergency,Evening,26
Sunday,Neurology,Afternoon,29
Friday,Oncology,Afternoon,19
Friday,Oncology,Night,19
Monday,Neurology,Afternoon,27
Wednesday,Neurology,Afternoon,11
Saturday,Cardiology,Night,9
Friday,Cardiology,Afternoon,22
Friday,Neurology,Evening,27
Wednesday,Neurology,Morning,25
Thursday,Pediatrics,Afternoon,17
Saturday,Cardiology,Evening,25
Wednesday,Emergency,Afternoon,16
Sunday,Oncology,Night,13
Friday,Emergency,Afternoon,25
Tuesday,Cardiology,Morning,13
Monday,Cardiology,Afternoon,7
Monday,Pediatrics,Afternoon,8
Wednesday,Pediatrics,Afternoon,18
Wednesday,Emergency,Afternoon,14
Thursday,Pediatrics,Morning,17
Monday,Pediatrics,Afternoon,18
Wednesday,Neurology,Night,23
Sunday,Neurology,Afternoon,23
Saturday,Pediatrics,Night,27
Friday,Oncology,Night,9
Friday,Oncology,Evening,15
Tuesday,Neurology,Afternoon,15
Sunday,Oncology,Afternoon,13
Saturday,Oncology,Evening,18
Tuesday,Neurology,Evening,16
Saturday,Oncology,Evening,5
Wednesday,Emergency,Morning,27
Thursday,Emergency,Evening,10
Thursday,Cardiology,Night,16
Thursday,Oncology,Afternoon,13
Saturday,Emergency,Morning,5
Thursday,Emergency,Afternoon,20
Monday,Emergency,Evening,28
Sunday,Pediatrics,Morning,29
Saturday,Neurology,Afternoon,25
Saturday,Oncology,Night,16
Thursday,Emergency,Afternoon,6
Tuesday,Cardiology,Morning,28
Saturday,Pediatrics,Evening,20
Tuesday,Pediatrics,Afternoon,10
Saturday,Neurology,Morning,5
Monday,Oncology,Evening,22
Wednesday,Cardiology,Morning,16
Friday,Oncology,Morning,10
Tuesday,Emergency,Afternoon,21
Tuesday,Cardiology,Morning,13
Saturday,Cardiology,Morning,17
Monday,Oncology,Night,21
Tuesday,Oncology,Afternoon,28
Friday,Pediatrics,Evening,16
Sunday,Emergency,Night,13
Monday,Emergency,Morning,15
Thursday,Neurology,Evening,6
Thursday,Oncology,Evening,27
Thursday,Emergency,Afternoon,6
Friday,Neurology,Morning,28
Wednesday,Oncology,Afternoon,18
Tuesday,Neurology,Night,26
Friday,Emergency,Morning,11
Wednesday,Pediatrics,Night,8
Monday,Cardiology,Morning,5
Friday,Pediatrics,Morning,20
Sunday,Cardiology,Afternoon,27
Monday,Neurology,Evening,12
Wednesday,Oncology,Afternoon,28
Friday,Oncology,Afternoon,14
Tuesday,Oncology,Afternoon,14
Wednesday,Pediatrics,Morning,23
Tuesday,Oncology,Morning,26
Monday,Cardiology,Afternoon,29
Tuesday,Cardiology,Night,7
Sunday,Cardiology,Night,18
Friday,Oncology,Afternoon,29
Sunday,Emergency,Morning,20
Friday,Cardiology,Night,7
Thursday,Cardiology,Night,17
Saturday,Emergency,Evening,9
Tuesday,Oncology,Afternoon,12
Thursday,Oncology,Night,19
Sunday,Pediatrics,Evening,26
Wednesday,Oncology,Morning,17
Monday,Cardiology,Night,23
Wednesday,Pediatrics,Morning,27
Sunday,Emergency,Evening,21
Saturday,Emergency,Morning,19
Sunday,Neurology,Evening,16
Sunday,Pediatrics,Night,10
Monday,Emergency,Morning,16
Saturday,Neurology,Evening,6
Tuesday,Cardiology,Evening,20
Friday,Emergency,Afternoon,25
Tuesday,Neurology,Afternoon,21
Monday,Neurology,Night,18
Thursday,Pediatrics,Morning,12
Monday,Oncology,Morning,9
Thursday,Cardiology,Afternoon,14
Wednesday,Oncology,Morning,12
Sunday,Neurology,Morning,22
Friday,Emergency,Afternoon,19
Wednesday,Oncology,Morning,13
Sunday,Oncology,Evening,9
Tuesday,Emergency,Morning,7
Saturday,Oncology,Morning,16
Thursday,Emergency,Evening,12
Thursday,Cardiology,Afternoon,8
Wednesday,Pediatrics,Afternoon,16
Friday,Emergency,Morning,7
Friday,Emergency,Afternoon,28
Wednesday,Emergency,Night,12
Sunday,Pediatrics,Evening,22
Friday,Neurology,Night,22
Tuesday,Cardiology,Night,25
Saturday,Emergency,Afternoon,26
Monday,Oncology,Night,19
Thursday,Cardiology,Evening,16
Sunday,Emergency,Evening,7
Saturday,Neurology,Evening,27
Thursday,Oncology,Morning,7
Thursday,Emergency,Afternoon,14
Monday,Pediatrics,Morning,20
Sunday,Oncology,Evening,9
Sunday,Pediatrics,Morning,6
Tuesday,Cardiology,Evening,28
Wednesday,Oncology,Afternoon,14
Friday,Oncology,Afternoon,16
Friday,Pediatrics,Morning,16
Monday,Cardiology,Evening,25
Thursday,Cardiology,Morning,10
Friday,Pediatrics,Night,9
Wednesday,Emergency,Evening,16
Friday,Neurology,Afternoon,29
Thursday,Pediatrics,Night,24
Saturday,Pediatrics,Evening,27
Sunday,Emergency,Evening,12
Wednesday,Emergency,Night,23
Thursday,Oncology,Afternoon,8
Thursday,Oncology,Afternoon,11
Sunday,Cardiology,Evening,6
Monday,Emergency,Afternoon,29
Thursday,Cardiology,Evening,8
Wednesday,Pediatrics,Evening,22
Monday,Cardiology,Afternoon,13
Monday,Pediatrics,Night,20
Sunday,Pediatrics,Afternoon,17
Wednesday,Emergency,Afternoon,17
Monday,Cardiology,Morning,20
Wednesday,Emergency,Night,22
Sunday,Pediatrics,Afternoon,26
Friday,Oncology,Morning,16
Monday,Neurology,Night,13
Sunday,Neurology,Afternoon,27
Friday,Emergency,Morning,22
Monday,Pediatrics,Afternoon,29
Thursday,Emergency,Morning,5
Saturday,Emergency,Afternoon,24
Sunday,Oncology,Afternoon,19
Wednesday,Emergency,Afternoon,13
Thursday,Cardiology,Evening,29
Sunday,Oncology,Morning,21
Sunday,Neurology,Evening,17
Sunday,Emergency,Evening,27
Friday,Emergency,Morning,19
Wednesday,Neurology,Night,8
Wednesday,Oncology,Night,16
Saturday,Oncology,Evening,12
Friday,Pediatrics,Afternoon,29
Wednesday,Cardiology,Evening,8
Sunday,Oncology,Evening,19
Wednesday,Emergency,Afternoon,18
Sunday,Cardiology,Afternoon,18
Monday,Oncology,Afternoon,15
Tuesday,Pediatrics,Night,21
Thursday,Cardiology,Afternoon,8
Tuesday,Neurology,Evening,26
Wednesday,Emergency,Morning,12
Saturday,Cardiology,Morning,15
Saturday,Cardiology,Night,28
Tuesday,Cardiology,Afternoon,5
Saturday,Cardiology,Afternoon,14
Saturday,Neurology,Afternoon,20
Monday,Cardiology,Morning,24
Friday,Neurology,Afternoon,25
Friday,Cardiology,Evening,19
Tuesday,Cardiology,Night,28
Monday,Neurology,Morning,29
Saturday,Cardiology,Night,5
Saturday,Oncology,Evening,16
Friday,Neurology,Morning,9
Sunday,Emergency,Morning,16
Tuesday,Oncology,Night,13
Tuesday,Cardiology,Night,18
Thursday,Cardiology,Morning,5
Monday,Emergency,Evening,9
Thursday,Oncology,Night,9
Tuesday,Neurology,Morning,16
Thursday,Oncology,Evening,26
Saturday,Emergency,Evening,27
Thursday,Neurology,Afternoon,17
Tuesday,Neurology,Afternoon,27
Friday,Pediatrics,Night,19
Wednesday,Cardiology,Night,27
Sunday,Neurology,Evening,29
Friday,Neurology,Night,15
Saturday,Pediatrics,Evening,28
Sunday,Pediatrics,Morning,7
Monday,Neurology,Evening,11
Friday,Emergency,Afternoon,9
Saturday,Pediatrics,Evening,28
Tuesday,Oncology,Afternoon,17
Thursday,Emergency,Afternoon,17
Monday,Oncology,Morning,27
Monday,Oncology,Evening,9
Monday,Emergency,Evening,13
Thursday,Neurology,Evening,11
Sunday,Cardiology,Evening,19
Saturday,Oncology,Evening,25
Friday,Emergency,Night,29
Thursday,Oncology,Evening,7
Saturday,Cardiology,Night,24
Wednesday,Pediatrics,Afternoon,24
Monday,Pediatrics,Morning,18
Tuesday,Pediatrics,Evening,9
Thursday,Oncology,Afternoon,11
Sunday,Oncology,Evening,29
Monday,Emergency,Morning,13
Thursday,Neurology,Afternoon,25
Saturday,Cardiology,Afternoon,29
Thursday,Pediatrics,Morning,6
Friday,Neurology,Afternoon,5
Thursday,Cardiology,Morning,14
